_id,key,value
0486408752,isbn13,9780486408750
0486408752,msrp,5
0486408752,isbn,0486408752
0486408752,isbn10,0486408752
0486411192,edition,Special Value
0486411192,dimensions,"Height: 8.36 Inches, Length: 5.16 Inches, Weight: 0.24 Pounds, Width: 0.36 Inches"
0486411192,isbn13,9780486411194
0486411192,msrp,4
0486411192,isbn,0486411192
0486411192,isbn10,0486411192
0486419428,dimensions,"Height: 8.47 Inches, Length: 5.43 Inches, Weight: 0.83 Pounds, Width: 0.79 Inches"
0486419428,isbn13,9780486419428
0486419428,msrp,14.95
0486419428,isbn,0486419428
0486419428,isbn10,0486419428
0486420485,dimensions,"Height: 8.24 Inches, Length: 5.22 Inches, Weight: 0.32 Pounds, Width: 0.51 Inches"
0486420485,isbn13,9780486420486
0486420485,msrp,2.5
0486420485,isbn,0486420485
0486420485,isbn10,0486420485
0486424529,dimensions,"Height: 8 Inches, Length: 5 Inches, Weight: 0.59965735264 Pounds, Width: 0.75 Inches"
0486424529,isbn13,9780486424521
0486424529,msrp,5
0486424529,isbn,0486424529
0486424529,isbn10,0486424529
0486427587,edition,First Dover Thrift Edition
0486427587,dimensions,"Height: 8.24 Inches, Length: 5.24 Inches, Weight: 0.23 Pounds, Width: 0.31 Inches"
0486427587,isbn13,9780486427584
0486427587,msrp,3
0486427587,isbn,0486427587
0486427587,isbn10,0486427587
0491015488,edition,1st Edition
0491015488,dimensions,Weight: 1.0141264052 Pounds
0491015488,isbn13,9780491015486
0491015488,msrp,0.00
0491015488,isbn,0491015488
0491015488,isbn10,0491015488
0491021097,edition,First
0491021097,dimensions,Weight: 1 Pounds
0491021097,isbn13,9780491021098
0491021097,msrp,0.00
0491021097,isbn,0491021097
0491021097,isbn10,0491021097
0500260184,dimensions,"Height: 9.13384 Inches, Length: 7.12597 Inches, Weight: 0.8598028218 Pounds, Width: 0 Inches"
0500260184,isbn13,9780500260180
0500260184,msrp,12.95
0500260184,isbn,0500260184
0500260184,isbn10,0500260184
0500271127,edition,New Impression
0500271127,dimensions,"Height: 0 inches, Length: 0 inches, Weight: 0.8598028218 Pounds, Width: 0 inches"
0500271127,isbn13,9780500271124
0500271127,msrp,4.77
0500271127,isbn,0500271127
0500271127,isbn10,0500271127
0500280673,dimensions,"Height: 10.999978 Inches, Length: 8.499983 Inches, Weight: 1.2345886672 Pounds, Width: 0.3999992 Inches"
0500280673,isbn13,9780500280676
0500280673,msrp,14.21
0500280673,isbn,0500280673
0500280673,isbn10,0500280673
0500300909,dimensions,"Height: 6.96849 Inches, Length: 4.92125 Inches, Weight: 0.6 Pounds, Width: 0.35433 Inches"
0500300909,isbn13,9780500300909
0500300909,msrp,0.00
0500300909,isbn,0500300909
0500300909,isbn10,0500300909
0505522128,edition,Reprint
0505522128,dimensions,"Height: 7.25 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 1.25 Inches"
0505522128,isbn13,9780505522122
0505522128,msrp,7.99
0505522128,isbn,0505522128
0505522128,isbn10,0505522128
0505523027,dimensions,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.6 Pounds, Width: 1.25 Inches"
0505523027,isbn13,9780505523020
0505523027,msrp,1.99
0505523027,isbn,0505523027
0505523027,isbn10,0505523027
0505523981,dimensions,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 1.25 Inches"
0505523981,isbn13,9780505523983
0505523981,msrp,5.99
0505523981,isbn,0505523981
0505523981,isbn10,0505523981
0505525666,edition,Reprint
0505525666,dimensions,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.4 Pounds, Width: 1.25 Inches"
0505525666,isbn13,9780505525666
0505525666,msrp,1.99
0505525666,isbn,0505525666
0505525666,isbn10,0505525666
0505525917,edition,First Edition
0505525917,dimensions,"Height: 6.5 Inches, Length: 4.25 Inches, Weight: 0.44 Pounds, Width: 1 Inches"
0505525917,isbn13,9780505525918
0505525917,msrp,1.99
0505525917,isbn,0505525917
0505525917,isbn10,0505525917
0515047880,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.8 Pounds, Width: 1 Inches"
0515047880,isbn13,9780515047882
0515047880,msrp,2.5
0515047880,isbn,0515047880
0515047880,isbn10,0515047880
0515063924,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.3 Pounds, Width: 1 Inches"
0515063924,isbn13,9780515063929
0515063924,msrp,2.25
0515063924,isbn,0515063924
0515063924,isbn10,0515063924
0515073083,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.1 Pounds, Width: 1 Inches"
0515073083,isbn13,9780515073089
0515073083,msrp,2.5
0515073083,isbn,0515073083
0515073083,isbn10,0515073083
0515090174,edition,Reprint
0515090174,dimensions,"Height: 6.8 Inches, Length: 4.2 Inches, Weight: 0.26 Pounds, Width: 0.68 Inches"
0515090174,isbn13,9780515090178
0515090174,msrp,7.99
0515090174,isbn,0515090174
0515090174,isbn10,0515090174
0515090263,edition,Complete &amp; Unabridged
0515090263,dimensions,"Height: 6.88 Inches, Length: 4.13 Inches, Weight: 0.23 Pounds, Width: 0.56 Inches"
0515090263,isbn13,9780515090260
0515090263,msrp,6.99
0515090263,isbn,0515090263
0515090263,isbn10,0515090263
0515102474,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.2 Pounds, Width: 1 Inches"
0515102474,isbn13,9780515102475
0515102474,msrp,0.00
0515102474,isbn,0515102474
0515102474,isbn10,0515102474
0515103454,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.42 Pounds, Width: 1 Inches"
0515103454,isbn13,9780515103458
0515103454,msrp,1.99
0515103454,isbn,0515103454
0515103454,isbn10,0515103454
0515116475,edition,Reprint
0515116475,dimensions,"Height: 6.8 Inches, Length: 4.1 Inches, Weight: 0.35 Pounds, Width: 0.9 Inches"
0515116475,isbn13,9780515116472
0515116475,msrp,7.99
0515116475,isbn,0515116475
0515116475,isbn10,0515116475
0515117617,edition,Reissue
0515117617,dimensions,"Height: 6.78 Inches, Length: 4.3 Inches, Weight: 0.2094391489 Pounds, Width: 0.84 Inches"
0515117617,isbn13,9780515117615
0515117617,msrp,1.99
0515117617,isbn,0515117617
0515117617,isbn10,0515117617
0515118249,edition,Reprint
0515118249,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.35 Pounds, Width: 0.8 Inches"
0515118249,isbn13,9780515118247
0515118249,msrp,7.99
0515118249,isbn,0515118249
0515118249,isbn10,0515118249
0515118362,edition,Reprint
0515118362,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.46 Pounds, Width: 1.1 Inches"
0515118362,isbn13,9780515118360
0515118362,msrp,7.99
0515118362,isbn,0515118362
0515118362,isbn10,0515118362
0515118737,edition,First Edition
0515118737,dimensions,"Height: 5 Inches, Length: 7 Inches, Weight: 0.42549216566 Pounds, Width: 1 Inches"
0515118737,isbn13,9780515118735
0515118737,msrp,1.99
0515118737,isbn,0515118737
0515118737,isbn10,0515118737
0515119644,edition,1
0515119644,dimensions,"Height: 6.71 Inches, Length: 4.22 Inches, Weight: 0.56 Pounds, Width: 1.09 Inches"
0515119644,isbn13,9780515119640
0515119644,msrp,8.99
0515119644,isbn,0515119644
0515119644,isbn10,0515119644
0515120456,edition,Reissue
0515120456,dimensions,"Height: 6.7 Inches, Length: 4.3 Inches, Weight: 0.4 Pounds, Width: 1.02 Inches"
0515120456,isbn13,9780515120455
0515120456,msrp,1.99
0515120456,isbn,0515120456
0515120456,isbn10,0515120456
0515121282,dimensions,"Height: 6.74 Inches, Length: 4.1 Inches, Weight: 0.52 Pounds, Width: 1.25 Inches"
0515121282,isbn13,9780515121285
0515121282,msrp,6.99
0515121282,isbn,0515121282
0515121282,isbn10,0515121282
0515122408,edition,Reissue
0515122408,dimensions,"Height: 6.8 Inches, Length: 4.2 Inches, Weight: 0.3 Pounds, Width: 0.74 Inches"
0515122408,isbn13,9780515122404
0515122408,msrp,7.99
0515122408,isbn,0515122408
0515122408,isbn10,0515122408
0515123676,edition,First Edition
0515123676,dimensions,"Height: 6.74 Inches, Length: 4.16 Inches, Weight: 0.35053499658 Pounds, Width: 0.91 Inches"
0515123676,isbn13,9780515123678
0515123676,msrp,0.00
0515123676,isbn,0515123676
0515123676,isbn10,0515123676
0515124060,edition,Reissue
0515124060,dimensions,"Height: 6.8 Inches, Length: 4.3 Inches, Width: 1.2 Inches"
0515124060,isbn13,9780515124064
0515124060,msrp,7.99
0515124060,isbn,0515124060
0515124060,isbn10,0515124060
0515124702,dimensions,"Height: 6.78 Inches, Length: 4.22 Inches, Weight: 0.5 Pounds, Width: 0.75 Inches"
0515124702,isbn13,9780515124705
0515124702,msrp,3.53
0515124702,isbn,0515124702
0515124702,isbn10,0515124702
0515125245,edition,mass market
0515125245,dimensions,"Height: 6.74 Inches, Length: 4.24 Inches, Weight: 0.35 Pounds, Width: 0.9 Inches"
0515125245,isbn13,9780515125245
0515125245,msrp,1.99
0515125245,isbn,0515125245
0515125245,isbn10,0515125245
0515131806,edition,a
0515131806,dimensions,"Height: 6.72 Inches, Length: 4.36 Inches, Weight: 0.3 Pounds, Width: 0.95 Inches"
0515131806,isbn13,9780515131802
0515131806,msrp,1.99
0515131806,isbn,0515131806
0515131806,isbn10,0515131806
0515134473,edition,6th Printing
0515134473,dimensions,"Height: 6.7 Inches, Length: 4.2 Inches, Weight: 0.5 Pounds, Width: 1.04 Inches"
0515134473,isbn13,9780515134476
0515134473,msrp,8.99
0515134473,isbn,0515134473
0515134473,isbn10,0515134473
0516016148,dimensions,"Height: 8.75 Inches, Length: 7.5 Inches, Weight: 1.1 Pounds, Width: 0.25 Inches"
0516016148,isbn13,9780516016146
0516016148,msrp,19
0516016148,isbn,0516016148
0516016148,isbn10,0516016148
0516016423,dimensions,"Height: 8.75 Inches, Length: 7.75 Inches, Weight: 0.4 Pounds, Width: 0.5 Inches"
0516016423,isbn13,9780516016429
0516016423,msrp,19
0516016423,isbn,0516016423
0516016423,isbn10,0516016423
0516041339,edition,Revised
0516041339,dimensions,"Height: 9.25 Inches, Length: 8.25 Inches, Width: 0.5 Inches"
0516041339,isbn13,9780516041339
0516041339,msrp,1.99
0516041339,isbn,0516041339
0516041339,isbn10,0516041339
051708239X,edition,Seventh Printing
051708239X,dimensions,"Height: 9.25 Inches, Length: 6.5 Inches, Weight: 1.84967837818 Pounds, Width: 1.5 Inches"
051708239X,isbn13,9780517082393
051708239X,msrp,1.99
051708239X,isbn,051708239X
051708239X,isbn10,051708239X
0517084791,edition,Book Club (BCE/BOMC)
0517084791,dimensions,"Height: 9.4 Inches, Length: 6.5 Inches, Width: 2.2 Inches"
0517084791,isbn13,9780517084793
0517084791,msrp,12.99
0517084791,isbn,0517084791
0517084791,isbn10,0517084791
051709293X,edition,Reprint
051709293X,dimensions,"Height: 9.21 Inches, Length: 6.47 Inches, Weight: 2.645547144 Pounds, Width: 1.74 Inches"
051709293X,isbn13,9780517092934
051709293X,msrp,12.99
051709293X,isbn,051709293X
051709293X,isbn10,051709293X
0517101548,dimensions,"Height: 8.5 Inches, Length: 5.75 Inches, Width: 0.75 Inches"
0517101548,isbn13,9780517101544
0517101548,msrp,7.99
0517101548,isbn,0517101548
0517101548,isbn10,0517101548
0517122456,edition,First Printing - First Thus
0517122456,dimensions,"Height: 9.25 Inches, Length: 6.5 Inches, Width: 1.25 Inches"
0517122456,isbn13,9780517122457
0517122456,msrp,9.99
0517122456,isbn,0517122456
0517122456,isbn10,0517122456
051716213X,edition,n Later printing
051716213X,dimensions,"Height: 9.54 Inches, Length: 6.44 Inches, Weight: 1 Pounds, Width: 1.49 Inches"
051716213X,isbn13,9780517162132
051716213X,msrp,1.99
051716213X,isbn,051716213X
051716213X,isbn10,051716213X
0517189054,dimensions,"Height: 10 Inches, Length: 6.5 Inches, Weight: 0.9 Pounds, Width: 1 Inches"
0517189054,isbn13,9780517189054
0517189054,msrp,8.99
0517189054,isbn,0517189054
0517189054,isbn10,0517189054
0517189674,dimensions,"Height: 8.5 Inches, Length: 5.72 Inches, Weight: 1.04940036712 Pounds, Width: 0.97 Inches"
0517189674,isbn13,9780517189672
0517189674,msrp,6.99
0517189674,isbn,0517189674
0517189674,isbn10,0517189674
0517202646,edition,English Language
0517202646,dimensions,"Height: 6.77 Inches, Length: 6.79 Inches, Weight: 0.53 Pounds, Width: 0.47 Inches"
0517202646,isbn13,9780517202647
0517202646,msrp,5.99
0517202646,isbn,0517202646
0517202646,isbn10,0517202646
0517250527,edition,1
0517250527,isbn13,9780517250525
0517250527,msrp,3.99
0517250527,isbn,0517250527
0517250527,isbn10,0517250527
0517336359,edition,Bonanza 1980 ed
0517336359,dimensions,"Height: 9.31 Inches, Length: 6.5 Inches, Weight: 2.17 Pounds, Width: 2 Inches"
0517336359,isbn13,9780517336359
0517336359,msrp,11.99
0517336359,isbn,0517336359
0517336359,isbn10,0517336359
0517536838,edition,1st
0517536838,dimensions,Weight: 1.55 Pounds
0517536838,isbn13,9780517536834
0517536838,msrp,5.99
0517536838,isbn,0517536838
0517536838,isbn10,0517536838
0517545160,edition,1
0517545160,dimensions,"Height: 6.78 Inches, Length: 4.87 Inches, Weight: 0.21164377152 Pounds, Width: 0.25 Inches"
0517545160,isbn13,9780517545164
0517545160,msrp,9.99
0517545160,isbn,0517545160
0517545160,isbn10,0517545160
0517555875,edition,1
0517555875,dimensions,"Height: 7.25 Inches, Length: 5.25 Inches, Weight: 0.85 Pounds, Width: 0.5 Inches"
0517555875,isbn13,9780517555873
0517555875,msrp,1.99
0517555875,isbn,0517555875
0517555875,isbn10,0517555875
0517558343,edition,1st
0517558343,dimensions,Weight: 1.7 Pounds
0517558343,isbn13,9780517558348
0517558343,msrp,2.99
0517558343,isbn,0517558343
0517558343,isbn10,0517558343
0517563142,edition,1st
0517563142,dimensions,Weight: 1.33 Pounds
0517563142,isbn13,9780517563144
0517563142,msrp,16.95
0517563142,isbn,0517563142
0517563142,isbn10,0517563142
0517571684,edition,1
0517571684,dimensions,"Height: 10.25 Inches, Length: 10.25 Inches, Weight: 4.15 Pounds, Width: 1.25 Inches"
0517571684,isbn13,9780517571682
0517571684,msrp,40
0517571684,isbn,0517571684
0517571684,isbn10,0517571684
0517573288,edition,1st
0517573288,dimensions,"Height: 11.25 Inches, Length: 9 Inches, Weight: 2.35 Pounds, Width: 0.5 Inches"
0517573288,isbn13,9780517573280
0517573288,msrp,30
0517573288,isbn,0517573288
0517573288,isbn10,0517573288
0517582848,edition,1st
0517582848,dimensions,"Height: 7 Inches, Length: 6.25 Inches, Weight: 1.46 Pounds, Width: 1.25 Inches"
0517582848,isbn13,9780517582848
0517582848,msrp,20
0517582848,isbn,0517582848
0517582848,isbn10,0517582848
0517583356,edition,1st
0517583356,dimensions,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.85098433132 Pounds, Width: 1 Inches"
0517583356,isbn13,9780517583357
0517583356,msrp,0.00
0517583356,isbn,0517583356
0517583356,isbn10,0517583356
051759644X,edition,1st
051759644X,dimensions,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 1 Inches"
051759644X,isbn13,9780517596449
051759644X,msrp,1.99
051759644X,isbn,051759644X
051759644X,isbn10,051759644X
0517597152,edition,1st
0517597152,dimensions,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.33 Pounds, Width: 1 Inches"
0517597152,isbn13,9780517597156
0517597152,msrp,23
0517597152,isbn,0517597152
0517597152,isbn10,0517597152
0517598590,edition,1st
0517598590,dimensions,"Height: 9.25 Inches, Length: 6 Inches, Weight: 1 Pounds, Width: 1.25 Inches"
0517598590,isbn13,9780517598597
0517598590,msrp,1.99
0517598590,isbn,0517598590
0517598590,isbn10,0517598590
0517686368,edition,1st Printing
0517686368,dimensions,Weight: 1.75 Pounds
0517686368,isbn13,9780517686362
0517686368,msrp,9.99
0517686368,isbn,0517686368
0517686368,isbn10,0517686368
051770076X,edition,1st
051770076X,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 0.85 Pounds, Width: 0.75 Inches"
051770076X,isbn13,9780517700761
051770076X,msrp,0.00
051770076X,isbn,051770076X
051770076X,isbn10,051770076X
0517701715,edition,1st
0517701715,dimensions,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.82 Pounds, Width: 1 Inches"
0517701715,isbn13,9780517701713
0517701715,msrp,0.00
0517701715,isbn,0517701715
0517701715,isbn10,0517701715
0517703947,edition,1
0517703947,dimensions,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 0.98 Pounds, Width: 1.25 Inches"
0517703947,isbn13,9780517703946
0517703947,msrp,25
0517703947,isbn,0517703947
0517703947,isbn10,0517703947
0517703955,edition,1st
0517703955,dimensions,"Height: 8.75 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 1.25 Inches"
0517703955,isbn13,9780517703953
0517703955,msrp,23
0517703955,isbn,0517703955
0517703955,isbn10,0517703955
0517704102,dimensions,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.6172943336 Pounds, Width: 0.75 Inches"
0517704102,isbn13,9780517704103
0517704102,msrp,1.99
0517704102,isbn,0517704102
0517704102,isbn10,0517704102
0517704323,edition,1
0517704323,dimensions,"Height: 8.75 Inches, Length: 6.25 Inches, Weight: 0.95 Pounds, Width: 1 Inches"
0517704323,isbn13,9780517704325
0517704323,msrp,2.99
0517704323,isbn,0517704323
0517704323,isbn10,0517704323
0517704757,edition,1
0517704757,dimensions,"Height: 7.75 Inches, Length: 5.5 Inches, Weight: 0.65 Pounds, Width: 1.25 Inches"
0517704757,isbn13,9780517704752
0517704757,msrp,20
0517704757,isbn,0517704757
0517704757,isbn10,0517704757
0517707292,edition,1st
0517707292,dimensions,"Height: 9.31 Inches, Length: 7.65 Inches, Weight: 1.984160358 Pounds, Width: 1.02 Inches"
0517707292,isbn13,9780517707296
0517707292,msrp,32.5
0517707292,isbn,0517707292
0517707292,isbn10,0517707292
0517881349,dimensions,"Height: 9.5 Inches, Length: 6.25 Inches, Weight: 1.10010668738 Pounds, Width: 0.5 Inches"
0517881349,isbn13,9780517881347
0517881349,msrp,16
0517881349,isbn,0517881349
0517881349,isbn10,0517881349
0517881721,edition,1st
0517881721,dimensions,"Height: 9.5 Inches, Length: 7.25 Inches, Weight: 0.89948602896 Pounds, Width: 0.75 Inches"
0517881721,isbn13,9780517881729
0517881721,msrp,22.5
0517881721,isbn,0517881721
0517881721,isbn10,0517881721
0517884542,edition,Illustrated
0517884542,dimensions,"Height: 8.96 Inches, Length: 5.93 Inches, Weight: 1.05 Pounds, Width: 0.9 Inches"
0517884542,isbn13,9780517884546
0517884542,msrp,16
0517884542,isbn,0517884542
0517884542,isbn10,0517884542
0517885301,dimensions,"Height: 7 Inches, Length: 0.75 Inches, Weight: 0.45 Pounds, Width: 4.25 Inches"
0517885301,isbn13,9780517885307
0517885301,msrp,1.99
0517885301,isbn,0517885301
0517885301,isbn10,0517885301
0517885441,edition,Illustrated
0517885441,dimensions,"Height: 12 Inches, Length: 9.31 Inches, Weight: 0.3968320716 Pounds, Width: 0.12 Inches"
0517885441,isbn13,9780517885444
0517885441,msrp,7.99
0517885441,isbn,0517885441
0517885441,isbn10,0517885441
051788576X,edition,Illustrated
051788576X,dimensions,"Height: 10.06 Inches, Length: 8.06 Inches, Width: 0.15 Inches"
051788576X,isbn13,9780517885765
051788576X,msrp,5.37
051788576X,isbn,051788576X
051788576X,isbn10,051788576X
0517887290,edition,REISSUE
0517887290,dimensions,"578 p., [32] p. of plates : ill., maps ; 23 cm."
0517887290,isbn13,9780517887295
0517887290,msrp,14.99
0517887290,isbn,0517887290
0517887290,isbn10,0517887290
0517887592,edition,1
0517887592,dimensions,"Height: 11.02 Inches, Length: 8.53 Inches, Weight: 1.85 Pounds, Width: 0.55 Inches"
0517887592,isbn13,9780517887592
0517887592,msrp,30
0517887592,isbn,0517887592
0517887592,isbn10,0517887592
0517887800,dimensions,"Height: 10.94 Inches, Length: 9 Inches, Weight: 1.39552611846 Pounds, Width: 0.4 Inches"
0517887800,isbn13,9780517887806
0517887800,msrp,15.88
0517887800,isbn,0517887800
0517887800,isbn10,0517887800
0520006534,dimensions,"Height: 8 Inches, Length: 6 Inches, Weight: 1.31 Pounds, Width: 1.2 Inches"
0520006534,isbn13,9780520006539
0520006534,msrp,33.95
0520006534,isbn,0520006534
0520006534,isbn10,0520006534
0520027264,dimensions,Weight: 1.61598838046 Pounds
0520027264,isbn13,9780520027268
0520027264,msrp,47.5
0520027264,isbn,0520027264
0520027264,isbn10,0520027264
0520055209,edition,Library Ed
0520055209,dimensions,"Height: 8.5 Inches, Length: 1.5 Inches, Weight: 1.06042348022 Pounds, Width: 5.25 Inches"
0520055209,isbn13,9780520055209
0520055209,msrp,15.95
0520055209,isbn,0520055209
0520055209,isbn10,0520055209
0520067142,edition,First
0520067142,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.00089866948 Pounds, Width: 0.9 Inches"
0520067142,isbn13,9780520067141
0520067142,msrp,26.95
0520067142,isbn,0520067142
0520067142,isbn10,0520067142
0520067460,edition,1
0520067460,dimensions,"Height: 7.8 Inches, Length: 5 Inches, Weight: 0.59965735264 Pounds, Width: 0.6 Inches"
0520067460,isbn13,9780520067462
0520067460,msrp,31.95
0520067460,isbn,0520067460
0520067460,isbn10,0520067460
0520077822,dimensions,"Height: 8 Inches, Length: 1.25 Inches, Weight: 1.02074027306 Pounds, Width: 5.25 Inches"
0520077822,isbn13,9780520077829
0520077822,msrp,0.00
0520077822,isbn,0520077822
0520077822,isbn10,0520077822
0520088409,edition,First
0520088409,dimensions,"Height: 8.43 Inches, Length: 5.85 Inches, Weight: 0.89948602896 Pounds, Width: 0.6 Inches"
0520088409,isbn13,9780520088405
0520088409,msrp,29.95
0520088409,isbn,0520088409
0520088409,isbn10,0520088409
0520201221,edition,1
0520201221,dimensions,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.89948602896 Pounds, Width: 0.7 Inches"
0520201221,isbn13,9780520201224
0520201221,msrp,31.95
0520201221,isbn,0520201221
0520201221,isbn10,0520201221
0520205960,edition,First
0520205960,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.90038469844 Pounds, Width: 1.6 Inches"
0520205960,isbn13,9780520205963
0520205960,msrp,57.95
0520205960,isbn,0520205960
0520205960,isbn10,0520205960
0520207734,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.06042348022 Pounds, Width: 1 Inches"
0520207734,isbn13,9780520207738
0520207734,msrp,3.66
0520207734,isbn,0520207734
0520207734,isbn10,0520207734
0520211340,edition,First
0520211340,dimensions,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.80027801106 Pounds, Width: 0.7 Inches"
0520211340,isbn13,9780520211346
0520211340,msrp,29.95
0520211340,isbn,0520211340
0520211340,isbn10,0520211340
0520220935,edition,First
0520220935,dimensions,"Height: 7.75 Inches, Length: 10.5 Inches, Width: 1.83 Inches"
0520220935,isbn13,9780520220935
0520220935,msrp,68.95
0520220935,isbn,0520220935
0520220935,isbn10,0520220935
0520224833,edition,First
0520224833,dimensions,"Height: 8.25 Inches, Length: 5.5 Inches, Width: 0.9 Inches"
0520224833,isbn13,9780520224834
0520224833,msrp,27.22
0520224833,isbn,0520224833
0520224833,isbn10,0520224833
0520235223,edition,1st
0520235223,dimensions,"Height: 8.5 Inches, Length: 10 Inches, Weight: 1.0802650838 Pounds, Width: 0.5 Inches"
0520235223,isbn13,9780520235229
0520235223,msrp,36.95
0520235223,isbn,0520235223
0520235223,isbn10,0520235223
0521003482,edition,1
0521003482,dimensions,"Height: 8.98 Inches, Length: 5.98 Inches, Weight: 0.7495716908 Pounds, Width: 0.59 Inches"
0521003482,isbn13,9780521003483
0521003482,msrp,24.99
0521003482,isbn,0521003482
0521003482,isbn10,0521003482
0521011051,edition,1
0521011051,dimensions,"Height: 9.01 Inches, Length: 6.1 Inches, Weight: 1.10231131 Pounds, Width: 0.79 Inches"
0521011051,isbn13,9780521011051
0521011051,msrp,30.71
0521011051,isbn,0521011051
0521011051,isbn10,0521011051
0521017114,edition,2
0521017114,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.26104413864 Pounds, Width: 0.98 Inches"
0521017114,isbn13,9780521017114
0521017114,msrp,32.99
0521017114,isbn,0521017114
0521017114,isbn10,0521017114
0521255872,edition,1
0521255872,dimensions,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 2.7778245012 Pounds, Width: 1.8 Inches"
0521255872,isbn13,9780521255875
0521255872,msrp,220
0521255872,isbn,0521255872
0521255872,isbn10,0521255872
0521278716,edition,1
0521278716,dimensions,"Height: 9.61 Inches, Length: 6.69 Inches, Weight: 0.8487797087 Pounds, Width: 0.44 Inches"
0521278716,isbn13,9780521278713
0521278716,msrp,44.75
0521278716,isbn,0521278716
0521278716,isbn10,0521278716
0521299756,edition,3
0521299756,dimensions,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.93916923612 Pounds, Width: 1 Inches"
0521299756,isbn13,9780521299756
0521299756,msrp,19.95
0521299756,isbn,0521299756
0521299756,isbn10,0521299756
0521314526,edition,1
0521314526,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 1.0802650838 Pounds, Width: 0.82 Inches"
0521314526,isbn13,9780521314527
0521314526,msrp,35.99
0521314526,isbn,0521314526
0521314526,isbn10,0521314526
0521358981,edition,New Edition
0521358981,dimensions,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.5291094288 Pounds, Width: 0.45 Inches"
0521358981,isbn13,9780521358989
0521358981,msrp,0.00
0521358981,isbn,0521358981
0521358981,isbn10,0521358981
0521366844,dimensions,"Height: 8.98 Inches, Length: 5.98 Inches, Width: 0.83 Inches"
0521366844,isbn13,9780521366847
0521366844,msrp,0.00
0521366844,isbn,0521366844
0521366844,isbn10,0521366844
0521367107,edition,Revised ed.
0521367107,dimensions,"Height: 9.69 Inches, Length: 7.44 Inches, Weight: 0.93255536826 Pounds, Width: 0.52 Inches"
0521367107,isbn13,9780521367103
0521367107,msrp,55.68
0521367107,isbn,0521367107
0521367107,isbn10,0521367107
0521379253,edition,1
0521379253,dimensions,"Height: 8.46 Inches, Length: 5.47 Inches, Weight: 0.80689187892 Pounds, Width: 0.83 Inches"
0521379253,isbn13,9780521379250
0521379253,msrp,34.99
0521379253,isbn,0521379253
0521379253,isbn10,0521379253
0521389682,edition,2
0521389682,dimensions,"Height: 9 Inches, Length: 6 Inches, Weight: 0.74075320032 Pounds, Width: 0.68 Inches"
0521389682,isbn13,9780521389686
0521389682,msrp,39.99
0521389682,isbn,0521389682
0521389682,isbn10,0521389682
0521398347,edition,Reprint
0521398347,dimensions,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.5070632026 Pounds, Width: 0.46 Inches"
0521398347,isbn13,9780521398343
0521398347,msrp,19.95
0521398347,isbn,0521398347
0521398347,isbn10,0521398347
0521413230,dimensions,"Height: 10.25 Inches, Length: 7.25 Inches, Weight: 1.4881202685 Pounds, Width: 0.75 Inches"
0521413230,isbn13,9780521413237
0521413230,msrp,62.99
0521413230,isbn,0521413230
0521413230,isbn10,0521413230
0521452244,edition,1
0521452244,dimensions,"Height: 10.5 Inches, Length: 8.25 Inches, Width: 1.25 Inches"
0521452244,isbn13,9780521452243
0521452244,msrp,113
0521452244,isbn,0521452244
0521452244,isbn10,0521452244
0521466717,edition,Illustrated
0521466717,dimensions,"Height: 9.61 Inches, Length: 6.69 Inches, Weight: 1.7196056436 Pounds, Width: 1.12 Inches"
0521466717,isbn13,9780521466714
0521466717,msrp,47.99
0521466717,isbn,0521466717
0521466717,isbn10,0521466717
0521469449,edition,2
